ja en
ja_斬首 en_beheaded
ja_ペンシルバニア en_pennsylvania
ja_タイマー en_timers
ja_タイマー en_timer
ja_賄賂 en_bribery
ja_賄賂 en_bribes
ja_賄賂 en_bribe
ja_信太郎 en_shintaro
ja_浜名 en_hamana
ja_コナー en_connor
ja_美園 en_misono
ja_マリウス en_marius
ja_プラム en_plum
ja_ホウ素 en_boron
ja_関取 en_sekitori
ja_ラケット en_racket
ja_気まま en_carefree
ja_パトロン en_patron
ja_コーエー en_koei
ja_モラヴィア en_moravia
ja_蛇行 en_meander
ja_ポニーテール en_ponytail
ja_ダイニング en_dining
ja_アステカ en_aztec
ja_凶器 en_weapon
ja_ナツメ en_jujube
ja_サラトガ en_saratoga
ja_脱水 en_dehydrated
ja_脱水 en_dehydration
ja_イタチ en_weasel
ja_フィヨルド en_fjord
ja_フィヨルド en_fjords
ja_フォンテーヌ en_fontaine
ja_胃腸 en_gastrointestinal
ja_ガボン en_gabon
ja_ガボン en_gabonese
ja_高周波 en_rf
ja_ハンニバル en_hannibal
ja_コーリー en_corey
ja_コーリー en_cory
ja_モース en_morse
ja_アダプター en_adaptor
ja_アダプター en_adapter
ja_レンチ en_wrench
ja_ボンバルディア en_bombardier
ja_デリバリー en_delivery
ja_デリバリー en_deliveries
ja_辞める en_quit
ja_発育 en_growth
ja_持病 en_chronic
ja_オマハ en_omaha
ja_ニッチ en_niche
ja_モニタリング en_monitoring
ja_マロン en_marron
ja_タマネギ en_onion
ja_不都合 en_inconvenience
ja_宿題 en_homework
ja_チョイス en_choice
ja_義仲 en_yoshinaka
ja_刹那 en_momentary
ja_オンス en_ounce
ja_オンス en_ounces
ja_引渡し en_extradition
ja_ブギ en_boogie
ja_アマンダ en_amanda
ja_凝縮 en_condensation
ja_コング en_kong
ja_トレース en_tracing
ja_トレース en_traces
ja_トレース en_trace
ja_敵意 en_hostility
ja_ムスタファ en_mustafa
ja_清盛 en_kiyomori
ja_牟礼 en_mure
ja_シーケンス en_sequences
ja_シーケンス en_sequence
ja_ブレイブ en_brave
ja_語り手 en_narrator
ja_クリスティン en_christine
ja_きつい en_tight
ja_恐喝 en_extortion
ja_恐喝 en_blackmail
ja_夢想 en_musō
ja_蔵本 en_kuramoto
ja_昏睡 en_coma
ja_無垢 en_innocence
ja_避難所 en_shelter
ja_パッション en_passion
ja_サンドイッチ en_sandwich
ja_サンドイッチ en_sandwiches
ja_マシューズ en_matthews
ja_マシューズ en_mathews
ja_ダリン en_darin
ja_束縛 en_bound
ja_純度 en_purity
ja_紛らわしい en_confusing
ja_控えめ en_understatement
ja_デモンストレーション en_demonstration
ja_足首 en_ankle
ja_阿川 en_agawa
ja_色合い en_tint
ja_ストッキング en_stockings
ja_ストッキング en_stocking
ja_リコー en_ricoh
ja_後裔 en_descendants
ja_バッチ en_batch
ja_締め切り en_deadline
ja_締め切り en_deadlines
ja_ゴング en_gong
ja_九月 en_september
ja_辞表 en_resignation
ja_ヴィルヌーヴ en_villeneuve
ja_ツイート en_tweets
ja_ツイート en_tweet
ja_充てる en_allocate
ja_ダチョウ en_ostrich
ja_四半期 en_quarterly
ja_四半期 en_quarter
ja_タバ en_taba
ja_印章 en_seal
ja_トルクメニスタン en_turkmenistan
ja_ギャレット en_garrett
ja_ギャレット en_garret
ja_上地 en_uechi
ja_ナイトクラブ en_nightclub
ja_パテ en_putty
ja_パテ en_pate
ja_美味しい en_tasty
ja_美味しい en_delicious
ja_カムイ en_kamui
ja_振り子 en_pendulum
ja_提灯 en_lanterns
ja_提灯 en_lantern
ja_フェンシング en_fencing
ja_磁器 en_porcelain
ja_比喩 en_metaphor
ja_コンチェルト en_concerto
ja_ベルナルド en_bernhard
ja_ベルナルド en_bernardo
ja_アリサ en_alisa
ja_コルダ en_korda
ja_ラファイエット en_lafayette
ja_マドレーヌ en_madeleine
ja_カーソル en_cursor
ja_葬式 en_funeral
ja_アガサ en_agatha
ja_もうすぐ en_soon
ja_高値 en_overpriced
ja_追手 en_pursuers
ja_ニート en_neet
ja_ショッキング en_shocking
ja_休眠 en_dormant
ja_トリエステ en_trieste
ja_トロピカル en_tropical
ja_蜃気楼 en_mirage
ja_ヴァスコ en_vasco
ja_クラウディオ en_claudio
ja_富雄 en_tomio
ja_ボツワナ en_botswana
ja_役に立つ en_useful
ja_ロハ en_loja
ja_苗木 en_saplings
ja_ヴォルティス en_vortis
ja_誇張 en_exaggeration
ja_誇張 en_exaggerate
ja_たぬき en_tanuki
ja_前髪 en_bangs
ja_サリヴァン en_sullivan
ja_塹壕 en_trenches
ja_覗き en_peep
ja_マケイン en_mccain
ja_高嶺 en_takamine
ja_バーディー en_birdie
ja_バーディー en_birdy
ja_カラカス en_caracas
ja_チャベス en_chávez
ja_肋骨 en_rib
ja_居合 en_iai
ja_にわか en_showers
ja_エアバッグ en_airbag
ja_アラジン en_aladdin
ja_スクラム en_scrum
ja_火傷 en_burn
ja_連座 en_implicated
ja_輪郭 en_contours
ja_輪郭 en_contour
ja_想像力 en_imagination
ja_マリヤ en_maria
ja_昆布 en_kelp
ja_斑鳩 en_ikaruga
ja_マッチング en_matching
ja_スプラッシュ en_splash
ja_信孝 en_nobutaka
ja_グルタミン酸 en_glutamate
ja_アーバン en_urban
ja_ユルゲン en_jürgen
ja_添加物 en_additive
ja_添加物 en_additives
ja_スタイリング en_styling
ja_裸足 en_barefoot
ja_披露宴 en_reception
ja_栄養士 en_nutritionist
ja_栄養士 en_dietitian
ja_ラムネ en_lemonade
ja_暴徒 en_mob
ja_ローダー en_loader
ja_ワグナー en_wagner
ja_キュート en_cute
ja_エポック en_epoch
ja_エルトン en_elton
ja_コッパ en_coppa
ja_人参 en_carrot
ja_宦官 en_eunuchs
ja_宦官 en_eunuch
ja_社説 en_editorial
ja_ケイ素 en_silicon
ja_チャオ en_chao
ja_ラズベリー en_raspberries
ja_ラズベリー en_raspberry
ja_インスピレーション en_inspirational
ja_インスピレーション en_inspiration
ja_ブッダ en_buddha
ja_十月 en_october
ja_忠勝 en_tadakatsu
ja_長柄 en_nagara
ja_アーチェリー en_archery
ja_逐次 en_sequential
ja_ドーバー en_dover
ja_シュタイナー en_steiner
ja_ビーン en_bean
ja_ハモンド en_hammond
ja_臆病 en_cowardice
ja_臆病 en_cowardly
ja_臆病 en_timid
ja_ウォルシュ en_walsh
ja_サール en_searle
ja_ロスチャイルド en_rothschild
ja_ボーリング en_bowling
ja_依存性 en_dependencies
ja_アーヴィング en_irving
ja_パウダー en_powder
ja_味覚 en_taste
ja_味覚 en_tasteful
ja_オペレッタ en_operetta
ja_直政 en_naomasa
ja_転位 en_dislocation
ja_マードック en_murdoch
ja_マードック en_murdock
ja_拍手 en_clapping
ja_拍手 en_applause
ja_拍手 en_clap
ja_老衰 en_doting
ja_正中 en_culmination
ja_仕込み en_preparation
ja_エンリコ en_enrico
ja_ギャバン en_gabin
ja_送還 en_deportation
ja_送還 en_repatriation
ja_源太郎 en_gentaro
ja_マッド en_mud
ja_マッド en_mad
ja_琵琶 en_biwa
ja_アリバイ en_alibi
ja_エルム en_elm
ja_ベイルート en_beirut
ja_キートン en_keaton
ja_古道 en_kodo
ja_花屋 en_florist
ja_ドミノ en_domino
ja_ブリジット en_brigitte
ja_ブリジット en_bridget
ja_ポジティブ en_positive
ja_フィード en_feed
ja_フィード en_feeds
ja_天王星 en_uranus
ja_バイアス en_bias
ja_デフレ en_deflation
ja_屋島 en_yashima
ja_カールスルーエ en_karlsruhe
ja_ハイフン en_hyphens
ja_ハイフン en_hyphen
ja_ゴシップ en_gossip
ja_気管支 en_bronchial
ja_輸血 en_transfusion
ja_マイヤーズ en_myers
ja_新語 en_neologism
ja_ノックス en_knox
ja_けんか en_quarrel
ja_旧石器時代 en_paleolithic
ja_スケルツォ en_scherzo
ja_手のひら en_palm
ja_カンブリア en_cambria
ja_レオナ en_leona
ja_ニューロン en_neuron
ja_ニューロン en_neurons
ja_バッター en_batter
ja_染料 en_dye
ja_染料 en_dyes
ja_腹心 en_confidant
ja_達雄 en_tatsuo
ja_サイバトロン en_cybertron
ja_マーメイド en_mermaids
ja_マーメイド en_mermaid
ja_スターン en_stern
ja_感受性 en_sensitivity
ja_野蛮 en_barbaric
ja_野蛮 en_barbarian
ja_恭平 en_kyohei
ja_ニンジン en_carrot
ja_ニンジン en_carrots
ja_源太 en_genta
ja_原価 en_cost
ja_査定 en_valuation
ja_査定 en_assessment
ja_締切 en_deadline
ja_締切 en_due
ja_降水 en_precipitation
ja_シロップ en_syrup
ja_コンベア en_convair
ja_四角形 en_rectangles
ja_四角形 en_rectangle
ja_四角形 en_quadrilateral
ja_吸う en_suck
ja_カーネーション en_carnation
ja_ギプス en_cast
ja_ハプログループ en_haplogroup
ja_マッスル en_muscle
ja_デュポン en_dupont
ja_ヴェラ en_vera
ja_暑い en_hot
ja_ヘンドリックス en_hendricks
ja_織部 en_oribe
ja_コレステロール en_cholesterol
ja_アユ en_ayu
ja_生い立ち en_backgrounds
ja_受精 en_fertilization
ja_災難 en_mishap
ja_ドライバ en_drivers
ja_ドライバ en_driver
ja_樹皮 en_bark
ja_スージー en_susie
ja_スージー en_suzy
ja_新聞紙 en_newspaper
ja_新聞紙 en_newspapers
ja_サフォーク en_suffolk
ja_読み取り en_read
ja_プロコフィエフ en_prokofiev
ja_スーパーコンピュータ en_supercomputer
ja_引継ぎ en_succession
ja_不平等 en_inequality
ja_不平等 en_unequal
ja_財布 en_wallet
ja_財布 en_purse
ja_財布 en_wallets
ja_送金 en_remittance
ja_ヨゼフ en_jozef
ja_万太郎 en_mantaro
ja_小石 en_pebbles
ja_小石 en_pebble
ja_スペクター en_spector
ja_ワークステーション en_workstation
ja_ワークステーション en_workstations
ja_ヨッシー en_yoshi
ja_ロストフ en_rostov
ja_グミ en_gummy
ja_たそがれ en_twilight
ja_ベンダー en_vendors
ja_ベンダー en_vendor
ja_ベンダー en_bender
ja_スイミング en_swimming
ja_のれん en_goodwill
ja_借りる en_borrow
ja_借りる en_rent
ja_アイラ en_ira
ja_倍数 en_multiple
ja_倍数 en_multiples
ja_カンガルー en_kangaroo
ja_カンガルー en_kangaroos
ja_フォーメーション en_formation
ja_正気 en_sanity
ja_ドーソン en_dawson
ja_公爵夫人 en_duchess
ja_ボッシュ en_bosh
ja_ボッシュ en_bosch
ja_オフライン en_offline
ja_接客 en_hospitality
ja_カーディフ en_cardiff
ja_メロ en_melo
ja_留保 en_reservation
ja_タチアナ en_tatiana
ja_バーコード en_barcode
ja_自治領 en_dominion
ja_自治領 en_dominions
ja_知念 en_chinen
ja_ハワイアン en_hawaiian
ja_春彦 en_haruhiko
ja_鶏肉 en_chicken
ja_義教 en_yoshinori
ja_スアレス en_suarez
ja_スアレス en_suárez
ja_ルパート en_rupert
ja_シルヴィア en_sylvia
ja_ヨセフ en_joseph
ja_アビー en_abby
ja_コーブルク en_coburg
ja_語録 en_sayings
ja_西門 en_ximen
ja_ビクトル en_viktor
ja_球菌 en_coccus
ja_就寝 en_bedtime
ja_ラドン en_radon
ja_分数 en_fractions
ja_分数 en_fraction
ja_トゥーロン en_toulon
ja_ジュリアス en_julius
ja_澄子 en_sumiko
ja_咽頭 en_pharyngeal
ja_ミチル en_michiru
ja_ベッキー en_becky
ja_チェア en_chair
ja_フリーザ en_freeza
ja_フリーザ en_freezer
ja_火葬 en_cremation
ja_火葬 en_cremated
ja_アストン en_aston
ja_クズ en_scum
ja_クズ en_scab
ja_フランチェスカ en_francesca
ja_暖かい en_warm
ja_大志 en_daishi
ja_ウジ en_maggots
ja_インデント en_indents
ja_インデント en_indent
ja_インデント en_indentation
ja_多々良 en_tatara
ja_景虎 en_kagetora
ja_ユンカース en_junkers
ja_大主教 en_archbishop
ja_フェデリコ en_federico
ja_ベンゾジアゼピン en_benzodiazepine
ja_磯崎 en_isozaki
ja_良太郎 en_ryotaro
ja_志願者 en_applicants
ja_ベーラ en_béla
ja_渓流 en_torrential
ja_渓流 en_stream
ja_サルーン en_saloon
ja_すし en_sushi
ja_ボイド en_void
ja_ボイド en_boyd
ja_コンスタンチン en_konstantin
ja_上書き en_override
ja_上書き en_overwrite
ja_大動脈 en_aortic
ja_大動脈 en_aorta
ja_グールド en_gould
ja_確固たる en_resolute
ja_達磨 en_bodhidharma
ja_中臣 en_nakatomi
ja_ボーイスカウト en_scouting
ja_カルダン en_cardan
ja_シーボルト en_siebold
ja_ヤンゴン en_yangon
ja_塩見 en_shiomi
ja_ザウバー en_sauber
ja_オフロード en_offroad
ja_ウィッチ en_witch
ja_マキシム en_maxime
ja_マキシム en_maxim
ja_クラウディア en_claudia
ja_タスマニア en_tasmania
ja_プリンタ en_printer
ja_プリンタ en_printers
ja_効用 en_utility
ja_アンドラ en_andorra
ja_研磨 en_polishing
ja_ナサニエル en_nathaniel
ja_ジョバンニ en_giovanni
ja_アルゴン en_argon
ja_単価 en_per
ja_放牧 en_graze
ja_放牧 en_grazed
ja_放牧 en_grazing
ja_放牧 en_scraper
ja_ソク en_sok
ja_ティファニー en_tiffany
ja_アフォンソ en_afonso
ja_秀頼 en_hideyori
ja_道化師 en_clowns
ja_道化師 en_clown
ja_飯尾 en_iio
ja_上顎 en_maxillary
ja_小数 en_decimals
ja_バウアー en_bauer
ja_ミツバチ en_bees
ja_ミツバチ en_honeybee
ja_更改 en_novation
ja_仁王 en_nio
ja_黄泉 en_yomi
ja_馬頭 en_bato
ja_折衷 en_eclectic
ja_かんな en_kanna
ja_テオ en_theo
ja_テオ en_teo
ja_アンティオキア en_antioch
ja_ヒンデンブルク en_hindenburg
ja_只見 en_tadami
ja_トリム en_trim
ja_はさみ en_scissors
ja_リベルタドーレス en_libertadores
ja_忙しい en_busy
ja_菩提 en_bodhi
ja_泳ぎ en_swim
ja_サイコ en_psycho
ja_リタ en_rita
ja_デック en_dek
ja_懺悔 en_confession
ja_テーゼ en_thesis
ja_エッダ en_edda
ja_軽蔑 en_despise
ja_軽蔑 en_despised
ja_軽蔑 en_contempt
ja_印象派 en_impressionist
ja_印象派 en_impressionism
ja_先史時代 en_prehistory
ja_ビスケット en_biscuit
ja_ビスケット en_biscuits
ja_スチュワーデス en_stewardess
ja_カーズ en_cars
ja_ジーナ en_gina
ja_ゴータ en_gotha
ja_コーク en_coke
ja_コーク en_cork
ja_ボイジャー en_voyager
ja_口笛 en_whistling
ja_口笛 en_whistles
ja_ハンティング en_hunting
ja_チェルノブイリ en_chernobyl
ja_セージ en_sage
ja_エリザ en_eliza
ja_コーディネート en_coordination
ja_理髪 en_hairdressing
ja_アンタッチャブル en_untouchable
ja_昨今 en_homies
ja_融解 en_melting
ja_融解 en_molten
ja_ツチ en_tutsi
ja_オラクル en_oracle
ja_ベニー en_benny
ja_モデム en_modem
ja_モデム en_modems
ja_ロマーニャ en_romagna
ja_カンタービレ en_cantabile
ja_賃借 en_lessee
ja_アンダンテ en_andante
ja_シュヴァーベン en_swabia
ja_オペル en_opel
ja_ペール en_pale
ja_パーダーボルン en_paderborn
ja_つぶやき en_tweets
ja_山塊 en_massif
ja_エスパニョール en_espanyol
ja_ポニー en_pony
ja_皮革 en_leather
ja_拘留 en_detainee
ja_拘留 en_detain
ja_連歌 en_renga
ja_ラメ en_lame
ja_効能 en_efficacy
ja_セイント en_saint
ja_ニッキー en_nicky
ja_ニッキー en_nikki
ja_嘉穂 en_kaho
ja_智恵子 en_chieko
ja_インテリジェント en_intelligent
ja_サンディ en_sandy
ja_スケルトン en_skeleton
ja_リリアン en_lillian
ja_アレーナ en_arena
ja_ブラバム en_brabham
ja_土師 en_haji
ja_オデッセイ en_odyssey
ja_フェミニズム en_feminists
ja_フェミニズム en_feminism
ja_フェミニズム en_feminist
ja_ハンカチ en_handkerchief
ja_ダダ en_dada
ja_小夜子 en_sayoko
ja_サセックス en_sussex
ja_スチーム en_steam
ja_アレハンドロ en_alejandro
ja_コンコルド en_concorde
ja_ヴェーダ en_veda
ja_輝度 en_intensity
ja_輝度 en_lightness
ja_輝度 en_brightness
ja_アントワープ en_antwerp
ja_清里 en_kiyosato
ja_闘牛 en_bullfighting
ja_闘牛 en_bullfight
ja_ギロチン en_guillotine
ja_加重 en_aggravated
ja_凄い en_amazing
ja_トラヴィス en_travis
ja_細井 en_hosoi
ja_大宰府 en_dazaifu
ja_ウィルキンソン en_wilkinson
ja_ラムダ en_lambda
ja_ベンソン en_benson
ja_曲率 en_curvature
ja_天台 en_tendai
ja_透視 en_clairvoyant
ja_伊能 en_ino
ja_前立腺 en_prostate
ja_プランクトン en_plankton
ja_敬礼 en_salute
ja_アカネ en_rubia
ja_マッシュ en_mashed
ja_マッシュ en_mash
ja_短剣 en_dagger
ja_スループ en_sloop
ja_スパイカー en_spyker
ja_立方体 en_cube
ja_立方体 en_cubes
ja_イマーム en_imam
ja_切り捨て en_truncation
ja_シュン en_xun
ja_濾過 en_filtration
ja_アンバー en_amber
ja_クラウディウス en_claudius
ja_コンセント en_outlet
ja_えびす en_ebisu
ja_グラーツ en_graz
ja_ビバ en_viva
ja_ミシュラン en_michelin
ja_ボット en_bots
ja_ボット en_bot
ja_嘉手納 en_kadena
ja_ソフトウエア en_software
ja_ポルカ en_polka
ja_代入 en_assignment
ja_代入 en_assignments
ja_タングステン en_tungsten
ja_ジンジャー en_ginger
ja_カチューシャ en_katyusha
ja_玄海 en_genkai
ja_汚い en_filthy
ja_汚い en_dirty
ja_ドリブル en_dribbling
ja_増額 en_increase
ja_三十五 en_xxxv
ja_壁紙 en_wallpaper
ja_壁紙 en_wallpapers
ja_コンデンサ en_capacitor
ja_コンデンサ en_capacitors
ja_幸四郎 en_koshiro
ja_好戦 en_militancy
ja_イワシ en_sardine
ja_イワシ en_sardines
ja_リーブス en_reeves
ja_ガーター en_garter
ja_復調 en_demodulation
ja_論証 en_argument
ja_論証 en_arguments
ja_陰茎 en_penis
ja_幸喜 en_koki
ja_たんぽぽ en_dandelion
ja_思いやり en_caring
ja_思いやり en_compassion
ja_メイズ en_mays
ja_コアラ en_koala
ja_セコンド en_secondo
ja_隠棲 en_seclusion
ja_マーリン en_merlin
ja_ポリオ en_polio
ja_毒素 en_toxin
ja_毒素 en_toxins
ja_ブティック en_boutique
ja_ブティック en_boutiques
ja_流産 en_miscarriage
ja_流産 en_abortion
ja_溺死 en_drowning
ja_溺死 en_drowned
ja_チェッカー en_checker
ja_チェッカー en_checkers
ja_メリッサ en_melissa
ja_雨水 en_rainwater
ja_御茶ノ水 en_ochanomizu
ja_毒舌 en_snippy
ja_マッコイ en_mccoy
ja_節足動物 en_arthropod
ja_デューイ en_dewey
ja_整流 en_rectification
ja_ケーシー en_casey
ja_パラダイム en_paradigm
ja_慈悲 en_mercy
ja_沸騰 en_boil
ja_バリ島 en_bali
ja_味付け en_seasoning
ja_ケルベロス en_kerberos
ja_ケルベロス en_cerberus
ja_不等式 en_inequality
ja_ひよこ en_chick
ja_ひよこ en_chicks
ja_グレイズ en_grays
ja_無職 en_unemployed
ja_無防備 en_defenseless
ja_ディートリヒ en_dietrich
ja_埋没 en_sunk
ja_ヘント en_ghent
ja_ヘント en_gent
ja_シリング en_shillings
ja_シリング en_schilling
ja_シリング en_shilling
ja_ウェイトレス en_waitress
ja_学際 en_interdisciplinary
ja_ツグミ en_thrush
ja_復職 en_reinstatement
ja_アドバンテージ en_advantage
ja_ポインタ en_pointers
ja_ポインタ en_pointer
ja_祐司 en_yuji
ja_天道 en_tendo
ja_対義語 en_antonym
ja_裏切り者 en_traitor
ja_大連市 en_dalian
ja_浅瀬 en_shallow
ja_リフレッシュ en_refreshing
ja_リフレッシュ en_refresh
ja_スティーラーズ en_steelers
ja_ベルファスト en_belfast
ja_時代遅れ en_outdated
ja_時代遅れ en_obsolete
ja_アリューシャン en_aleutian
ja_ブローニング en_browning
ja_話し合う en_discuss
ja_野茂 en_nomo
ja_うなぎ en_eel
ja_下水 en_sewage
ja_コルツ en_colts
ja_ルーブル en_rubles
ja_ルーブル en_ruble
ja_感心 en_impressed
ja_クラブハウス en_clubhouse
ja_ばった en_gravitas
ja_トロール en_troll
ja_トロール en_trolls
ja_チェーザレ en_cesare
ja_駒形 en_komagata
ja_奇形 en_deformity
ja_奇形 en_malformation
ja_ベリーズ en_belize
ja_ビーフ en_beef
ja_英一郎 en_eiichiro
ja_ショールーム en_showroom
ja_パフォーマー en_performer
ja_バーテンダー en_bartender
ja_陪審員 en_jury
ja_陪審員 en_juror
ja_意地悪 en_mean
ja_ミクロネシア en_micronesia
ja_田浦 en_taura
ja_恵み en_blessing
ja_隠れ家 en_hideout
ja_隠れ家 en_lair
ja_タンパ en_tampa
ja_ティアラ en_tiara
ja_ヒノキ en_cypress
ja_屋根裏 en_attic
ja_メフメト en_mehmet
ja_メフメト en_mehmed
ja_音素 en_phoneme
ja_音素 en_phonemes
ja_フラー en_fuller
ja_ソネット en_sonnets
ja_ソネット en_sonnet
ja_和服 en_kimono
ja_活力 en_vitality
ja_ココア en_cocoa
ja_地平線 en_horizon
ja_エバンス en_evans
ja_エミリオ en_emilio
ja_奇抜 en_quirky
ja_奇抜 en_sassy
ja_有朋 en_aritomo
ja_棚田 en_terrace
ja_セラピー en_therapy
ja_ガーゼ en_gauze
ja_エルザ en_elsa
ja_メンバ en_member
ja_メンバ en_members
ja_アクト en_act
ja_失態 en_blunder
ja_美佐子 en_misako
ja_チンパンジー en_chimpanzee
ja_チノ en_chino
ja_浴室 en_bathroom
ja_浴室 en_bathrooms
ja_揚州 en_yangzhou
ja_ディーノ en_dino
ja_ランチャー en_launcher
ja_サトウキビ en_sugarcane
ja_ジャパニーズ en_japanese
ja_ハードボイルド en_hardboiled
ja_テレパシー en_telepathic
ja_テレパシー en_telepathy
ja_フルトン en_fulton
ja_勝己 en_katsuki
ja_チャ en_cha
ja_口蓋 en_palatal
ja_口蓋 en_palate
ja_ケンプ en_kemp
ja_中間子 en_meson
ja_ヴァーツラフ en_václav
ja_コカイン en_cocaine
ja_冷蔵 en_refrigeration
ja_マコ en_mako
ja_キャンドル en_candle
ja_キャンドル en_candles
ja_タトゥー en_tattoo
ja_タトゥー en_tattoos
ja_慰め en_comfort
ja_慰め en_consolation
ja_網野 en_amino
ja_アドラー en_adler
ja_征夷大将軍 en_shogun
ja_アルタ en_alta
ja_ダビデ en_davide
ja_ダビデ en_david
ja_ダック en_duck
ja_競売 en_auction
ja_競売 en_auctions
ja_食欲 en_appetite
ja_マールブルク en_marburg
ja_イノシシ en_boar
ja_浦島 en_urashima
ja_フレーバー en_flavour
ja_アルフォンス en_alphonse
ja_ヒューム en_hume
ja_シェルビー en_shelby
ja_武市 en_takechi
ja_償還 en_reimbursement
ja_償還 en_redemption
ja_処方箋 en_prescription
ja_処方箋 en_prescriptions
ja_ウランバートル en_ulaanbaatar
ja_グル en_guru
ja_禁じる en_forbid
ja_宇宙論 en_cosmology
ja_リボルバー en_revolver
ja_セインツ en_saints
ja_苦境 en_predicament
ja_責務 en_responsibility
ja_ナタリア en_natalia
ja_政体 en_polity
ja_オクラ en_okra
ja_エドモントン en_edmonton
ja_荒巻 en_aramaki
ja_テロリズム en_terrorism
ja_カスケード en_cascade
ja_サマルカンド en_samarkand
ja_課す en_impose
ja_絵文字 en_emoji
ja_ウェブコミック en_webcomic
ja_高祖 en_gaozu
ja_メフィスト en_mephisto
ja_扶助 en_aid
ja_股間 en_groin
ja_コケ en_moss
ja_無謀 en_reckless
ja_太地 en_taiji
ja_ブライダル en_bridal
ja_クーポン en_deal
ja_クーポン en_offer
ja_クーポン en_coupon
ja_クーポン en_deals
ja_クーポン en_offers
ja_クーポン en_coupons
ja_ジレンマ en_dilemma
ja_禁錮 en_imprisonment
ja_禁錮 en_imprison
ja_秀俊 en_hidetoshi
ja_銀行員 en_banker
ja_ローウェル en_lowell
ja_点字 en_braille
ja_パラナ en_paraná
ja_ラクロス en_lacrosse
ja_パブリッシャー en_publisher
ja_ブキャナン en_buchanan
ja_エッセンス en_essence
ja_媚薬 en_aphrodisiac
ja_クオリティ en_quality
ja_リンゼイ en_lindsey
ja_団塊 en_nodule
ja_ウィクショナリー en_wiktionary
ja_予後 en_prognosis
ja_最愛 en_beloved
ja_沈殿 en_precipitation
ja_ドワーフ en_dwarves
ja_ドワーフ en_dwarf
ja_アビス en_abyss
ja_イシュトヴァーン en_istván
ja_るみ en_rumi
ja_ビューロー en_bülow
ja_スウィフト en_swift
ja_パル en_pal
ja_ジョルジョ en_giorgio
ja_検疫 en_quarantine
ja_検疫 en_quarantined
ja_阿木 en_agi
ja_ツンデレ en_tsundere
ja_総一郎 en_soichiro
ja_ノーマ en_norma
ja_簒奪 en_usurpation
ja_コダック en_kodak
ja_子猫 en_kittens
ja_子猫 en_kitten
ja_君子 en_kimiko
ja_雑談 en_chat
ja_隔壁 en_bulkhead
ja_実包 en_cartridge
ja_マルシェ en_marche
ja_霊魂 en_soul
ja_霊魂 en_souls
ja_ユング en_jung
ja_アシュリー en_ashley
ja_ヤンマ en_hawker
ja_賭ける en_bet
ja_嫡出 en_wedlock
ja_郵送 en_mailed
ja_エントリ en_entry
ja_エントリ en_entries
ja_核種 en_nuclide
ja_おもてなし en_hospitality
ja_オズワルド en_oswald
ja_カラン en_curran
ja_フリードリッヒ en_friedrich
ja_ニシン en_herring
ja_ロザリオ en_rosary
ja_玉座 en_throne
ja_マークス en_marks
ja_トロリーバス en_trolleybus
ja_テレンス en_terrence
ja_テレンス en_terence
ja_クリント en_clint
ja_バザール en_bazar
ja_バザール en_bazaar
ja_ジブチ en_djibouti
ja_天然痘 en_smallpox
ja_潤滑 en_lubricating
ja_ビセンテ en_vicente
ja_シャクルトン en_shackleton
ja_プッチーニ en_puccini
ja_老化 en_ageing
ja_老化 en_aging
ja_ジュラ紀 en_jurassic
ja_アタッカー en_attacker
ja_セルジュ en_serge
ja_ダンボール en_cardboard
ja_ライオネル en_lionel
ja_パフ en_puff
ja_ミニバン en_minivan
ja_ファビオ en_fabio
ja_ファビオ en_fábio
ja_落胆 en_dismay
ja_ルチアーノ en_luciano
ja_サッチャー en_thatcher
ja_ペギー en_peggy
ja_光政 en_mitsumasa
ja_寓話 en_fables
ja_寓話 en_fable
ja_リデル en_liddell
ja_ナッソー en_nassau
ja_ロズベルグ en_rosberg
ja_マニング en_manning
ja_帰結 en_consequence
ja_バンジョー en_banjo
ja_バンザイ en_banzai
ja_トビー en_tobey
ja_トビー en_toby
ja_魚介類 en_seafood
ja_忘却 en_forgetting
ja_忘却 en_oblivion
ja_忘却 en_forgetful
ja_エリアス en_elias
ja_ベーカリー en_bakery
ja_無能 en_incompetent
ja_クラプトン en_clapton
ja_開演 en_showtime
ja_マントヴァ en_mantua
ja_マントヴァ en_mantova
ja_かむ en_chew
ja_タイソン en_tyson
ja_優作 en_yusaku
ja_アーモンド en_almond
ja_ナターシャ en_natasha
ja_ハイメ en_jaime
ja_ヴァンダービルト en_vanderbilt
ja_忠政 en_tadamasa
ja_はるひ en_haruhi
ja_ファイ en_phi
ja_弥彦 en_yahiko
ja_ヴィシー en_vichy
ja_スリル en_thrill
ja_お守り en_amulet
ja_お守り en_talisman
ja_カツラ en_wigs
ja_雨竜 en_uryū
ja_一貫性 en_consistent
ja_一貫性 en_consistency
ja_天誅 en_tenchu
ja_強気 en_bullish
ja_草地 en_meadow
ja_搾取 en_exploitation
ja_搾取 en_exploited
ja_プレハブ en_prefab
ja_プレハブ en_prefabricated
ja_スポンジ en_sponge
ja_タコマ en_tacoma
ja_ルブラン en_leblanc
ja_セスナ en_cessna
ja_フォルダ en_folders
ja_フォルダ en_folder
ja_モーターボート en_motorboat
ja_識別子 en_identifier
ja_識別子 en_identifiers
ja_クォーク en_quark
ja_ブレイザー en_blazer
ja_フリーク en_freak
ja_フリーク en_freaks
